appid;name;release_date;developer;publisher;platforms;categories;genres;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;min_owners;max_owners;price
42850;Arsenal of Democracy: A Hearts of Iron Game;23/02/2010;BL-Logic;Paradox Interactive;windows;"Single-player;Multi-player";Strategy;180;31;0;0;50000-100000;50000;100000;7.99
42890;Sword of the Stars: Complete Collection;04/06/2010;Kerberos Productions Inc.;Paradox Interactive;windows;"Single-player;Multi-player;Online Multi-Player";Strategy;355;46;0;0;100000-200000;100000;200000;7.99
42910;Magicka;25/01/2011;Arrowhead Game Studios;Paradox Interactive;windows;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";"Action;RPG";20912;1964;589;369;2000000-5000000;2000000;5000000;7.99
42920;The Kings' Crusade;08/10/2010;NeoCoreGames;Paradox Interactive;windows;"Single-player;Multi-player";Strategy;41;72;0;0;50000-100000;50000;100000;7.99
42930;Elven Legacy: Magic;03/12/2009;1C:InoCo;1C Entertainment;windows;"Single-player;Steam Cloud";Strategy;8;3;0;0;20000-50000;20000;50000;1.59
42940;Elven Legacy: Siege;17/11/2009;1C:InoCo;1C Entertainment;windows;"Single-player;Steam Cloud";Strategy;4;3;0;0;50000-100000;50000;100000;1.59
42950;Elven Legacy: Ranger;20/10/2009;1C:InoCo;1C Entertainment;windows;"Single-player;Steam Cloud";Strategy;9;2;0;0;20000-50000;20000;50000;1.59
42960;Victoria II;30/08/2010;Paradox Development Studio;Paradox Interactive;windows;"Single-player;Multi-player;Steam Trading Cards";Strategy;4743;632;2580;4888;500000-1000000;500000;1000000;14.99
42980;Victoria I Complete;20/08/2010;Paradox Development Studio;Paradox Interactive;windows;Multi-player;Strategy;88;41;17;17;100000-200000;100000;200000;7.99
42990;Sword of the Stars II: Enhanced Edition;30/11/2012;Kerberos Productions;Paradox Interactive;windows;Multi-player;Strategy;335;448;38;74;100000-200000;100000;200000;14.99
43000;Front Mission Evolved;07/10/2010;Double Helix Games;Square Enix;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";Action;481;310;312;312;200000-500000;200000;500000;7.99
43100;World of Zoo;30/10/2009;Blue Fang;HandyGames;windows;Single-player;Simulation;115;30;115;115;50000-100000;50000;100000;4.99
43190;The Haunted: Hells Reach;24/10/2011;KTX Software;Signo & Arte;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards";"Action;Indie";507;81;285;333;50000-100000;50000;100000;5.99
43500;M.U.D. TV;19/04/2010;Realmforge Studios;Kalypso Media Digital;windows;Single-player;"Simulation;Strategy";70;85;0;0;20000-50000;20000;50000;7.99
43600;Nancy Drew®: Warnings at Waverly Academy;13/01/2010;HeR Interactive;HeR Interactive;windows;"Single-player;Steam Achievements";Adventure;46;5;0;0;20000-50000;20000;50000;5.19
44100;Super Laser  Racer;18/02/2010;New Star Games Ltd;New Star Games Ltd;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support";"Action;Indie;Racing";73;11;0;0;20000-50000;20000;50000;2.99
44350;GRID 2;27/05/2013;"Codemasters Racing;Feral Interactive (Mac)";"Codemasters;Feral Interactive (Mac)";windows;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Racing;Sports";11953;3009;340;243;1000000-2000000;1000000;2000000;19.98
44360;F1 2011;19/09/2011;Codemasters Birmingham;Codemasters;windows;"Single-player;Multi-player;Co-op";"Racing;Simulation;Sports";232;108;3;3;100000-200000;100000;200000;9.99
44600;GTR - FIA GT Racing Game;25/09/2012;SimBin Studios AB;SimBin;windows;"Single-player;Multi-player";"Racing;Sports";43;28;0;0;50000-100000;50000;100000;3.99
44680;RACE Injection;18/11/2011;SimBin Studios AB;"RaceRoom Entertainment AG;SimBin";windows;"Single-player;Multi-player";Racing;11;1;1;1;0-20000;0;20000;8.99
44690;GT Legends;28/11/2012;SimBin Studios AB;SimBin;windows;"Single-player;Multi-player";"Racing;Simulation;Sports";201;24;0;0;100000-200000;100000;200000;4.99
45000;Sol Survivor;15/03/2010;Cadenza Interactive;Cadenza Interactive;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Indie;Strategy";293;30;0;0;50000-100000;50000;100000;7.19
45100;Secret of the Magic Crystals;03/02/2010;Artery Games;Artery Games;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Casual;Indie";1342;265;176;176;100000-200000;100000;200000;3.99
45300;Wings of Prey;08/01/2010;Gaijin Entertainment;Gaijin Entertainment;windows;"Single-player;Steam Achievements;Partial Controller Support";Simulation;314;148;1154;1154;100000-200000;100000;200000;6.99
45400;Fortix;14/04/2010;Nemesys Games;Nemesys Games;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards";Indie;802;69;287;287;100000-200000;100000;200000;0.99
45410;Ignite;28/10/2011;Nemesys Games;Nemesys Games;windows;"Single-player;Multi-player";Racing;154;115;0;0;50000-100000;50000;100000;6.99
45420;Land It!;01/08/2016;Nemesys Games;Nemesys Games;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support";"Casual;Indie;Simulation";10;1;0;0;0-20000;0;20000;6.99
45450;Fortix 2;06/05/2011;Nemesys Games;Nemesys Games;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";"Casual;Indie";462;45;487;487;100000-200000;100000;200000;1.59
45700;Devil May Cry 4;22/12/2009;Capcom;Capcom;windows;"Single-player;Full controller support";"Action;Adventure";1620;144;789;946;200000-500000;200000;500000;15.99
45710;Dark Void™;22/01/2010;Airtight Games;Capcom;windows;"Single-player;Partial Controller Support";"Action;Adventure";218;230;143;143;50000-100000;50000;100000;6.49
45720;Lost Planet: Extreme Condition Colonies Edition;11/02/2010;CAPCOM CO., LTD.;Capcom;windows;"Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support";"Action;Adventure";134;95;65;109;50000-100000;50000;100000;12.99
45730;Dark Void™ Zero;12/04/2010;Other Ocean Interactive;Capcom;windows;"Single-player;Steam Achievements;Full controller support;Steam Leaderboards";"Action;Adventure";130;139;0;0;20000-50000;20000;50000;2.99
45740;Dead Rising® 2;27/09/2010;Capcom Vancouver;Capcom;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Action;Adventure";2713;934;1108;993;500000-1000000;500000;1000000;14.99
45750;Lost Planet® 2;15/10/2010;CAPCOM CO., LTD.;Capcom;windows;"Single-player;Multi-player;Co-op;Partial Controller Support";"Action;Adventure";998;504;879;879;100000-200000;100000;200000;12.99
45760;Ultra Street Fighter® IV;07/08/2014;Capcom;Capcom;windows;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";Action;8247;1141;835;1056;500000-1000000;500000;1000000;22.99
45770;Dead Rising 2: Off the Record;11/10/2011;Capcom Vancouver;Capcom;windows;"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Action;Adventure";1387;376;435;621;200000-500000;200000;500000;14.99
46000;Bob Came in Pieces;22/01/2010;Ludosity;Ludosity;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Adventure;Indie";68;29;0;0;50000-100000;50000;100000;3.99
46200;A.I.M. Racing;22/01/2010;SkyRiver Studios;1C Entertainment;windows;"Single-player;Partial Controller Support;Steam Cloud";"Action;Racing";54;21;0;0;20000-50000;20000;50000;0.0
46250;NecroVisioN: Lost Company;19/02/2010;The Farm 51;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";Action;169;71;0;0;100000-200000;100000;200000;4.99
46260;Star Wolves 3: Civil War;02/03/2010;Elite Games Team;1C Entertainment;windows;"Single-player;Steam Trading Cards;Steam Cloud";"RPG;Strategy";312;89;422;422;100000-200000;100000;200000;3.99
46270;Star Wolves;02/03/2010;X-Bow Software;1C Entertainment;windows;"Single-player;Steam Cloud";"RPG;Strategy";182;42;0;0;50000-100000;50000;100000;2.79
46280;Star Wolves 2;02/03/2010;X-Bow Software;1C Entertainment;windows;Single-player;"RPG;Strategy";42;52;0;0;50000-100000;50000;100000;2.79
46290;Theatre of War;09/07/2010;1C Entertainment;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";Strategy;116;86;0;0;100000-200000;100000;200000;2.79
46340;Theatre of War 2: Africa 1943;09/07/2010;1C Entertainment;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";"Simulation;Strategy";86;50;0;0;100000-200000;100000;200000;3.99
46350;Real Warfare 1242;30/11/2011;Unicorn Games Studio;1C Entertainment;windows;"Single-player;Steam Cloud";Strategy;31;30;0;0;50000-100000;50000;100000;2.79
46360;Theatre of War 2: Kursk 1943;09/07/2010;1C Entertainment;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";"Simulation;Strategy";81;42;0;0;50000-100000;50000;100000;3.99
46370;Rig n Roll;09/07/2010;SoftLab-NSK;1C Entertainment;windows;"Single-player;Steam Cloud";Simulation;165;175;0;0;50000-100000;50000;100000;3.99
46380;Reign: Conflict of Nations;12/07/2010;Lesta Studio;1C Entertainment;windows;"Single-player;Steam Cloud";Strategy;36;44;0;0;50000-100000;50000;100000;2.79
46400;Greed: Black Border;13/01/2010;"Headup Games;Clockstone";Headup Games;windows;"Single-player;Co-op";"Action;RPG";106;153;28;28;100000-200000;100000;200000;3.99
46410;Avencast: Rise of the Mage;17/03/2010;ClockStone Studios;Meridian4;windows;Single-player;"Action;Indie;RPG";348;175;56;56;200000-500000;200000;500000;6.99
46440;Future Wars;15/07/2010;Radon Labs;Radon Labs;windows;"Single-player;Multi-player;Shared/Split Screen";Strategy;84;204;3;3;50000-100000;50000;100000;3.99
46450;Grotesque Tactics: Evil Heroes;15/10/2010;Silent Dreams;Headup;windows;"Single-player;Steam Achievements";"Indie;RPG;Strategy";217;140;20;20;100000-200000;100000;200000;6.99
46480;Still Life;01/06/2011;Microids;Microids;windows;Single-player;Adventure;431;98;13;13;100000-200000;100000;200000;5.59
46490;Still Life 2;01/06/2011;Microids;Microids;windows;Single-player;Adventure;123;155;0;0;100000-200000;100000;200000;5.59
46500;Syberia;19/05/2011;Microids;Microids;"windows;mac";"Single-player;Steam Trading Cards";"Adventure;Casual";2092;260;293;387;500000-1000000;500000;1000000;9.99
46510;Syberia II;19/05/2011;Microids;Microids;"windows;mac";"Single-player;Steam Trading Cards";Adventure;862;156;227;227;500000-1000000;500000;1000000;9.99
46520;Wasteland Angel;01/09/2011;"Octane Games;Meridian4";Meridian4;windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";"Action;Indie";167;119;101;101;100000-200000;100000;200000;6.99
46540;Trapped Dead;15/07/2011;Headup Games / Crenetic;Headup Games ;windows;"Single-player;Multi-player;Co-op;Steam Trading Cards";"Action;Strategy";258;410;142;157;100000-200000;100000;200000;3.99
46550;Post Mortem;26/08/2011;MC2;Microids;windows;Single-player;Adventure;97;87;0;0;100000-200000;100000;200000;5.59
46570;Grotesque Tactics 2 – Dungeons and Donuts;21/11/2011;Silent Dreams;Headup;windows;Single-player;"Adventure;Indie;RPG;Strategy";103;87;105;105;50000-100000;50000;100000;6.99
46600;Swarm Arena;19/08/2010;Dedication Games;Dedication Games;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";"Action;Casual;Indie";40;12;0;0;20000-50000;20000;50000;2.89
46700;Ironclads: American Civil War;28/04/2010;Totem Games;Strategy First;windows;Single-player;Strategy;9;30;0;0;20000-50000;20000;50000;34.95
46710;Ironclads: High Seas;28/04/2010;Totem Games;Strategy First;windows;Single-player;Strategy;15;21;0;0;20000-50000;20000;50000;34.95
46720;Dimensity;21/07/2010;Dagger Games;Strategy First;windows;"Single-player;Multi-player";RPG;3;12;0;0;0-20000;0;20000;6.99
46730;Hazen: The Dark Whispers;28/04/2010;Dagger Games;Strategy First;windows;Single-player;RPG;10;29;0;0;0-20000;0;20000;7.99
46740;World Basketball Manager 2010;21/04/2010;Icehole Games;Strategy First;windows;Single-player;Simulation;40;88;0;0;20000-50000;20000;50000;2.09
46750;Dark Fall: Lost Souls;21/04/2010;Darkling Room;Iceberg Interactive;windows;"Single-player;Steam Trading Cards";"Adventure;Indie";109;63;0;0;50000-100000;50000;100000;9.99
46760;Ironclads: Schleswig War 1864;21/06/2011;Totem Games;Strategy First;windows;Single-player;Strategy;6;13;0;0;20000-50000;20000;50000;34.95
46770;Making History II: The War of the World;27/08/2010;Muzzy Lane Software;Factus Games;"windows;mac;linux";"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor";"Indie;Simulation;Strategy";195;57;0;0;20000-50000;20000;50000;10.99
46790;Armada 2526;08/04/2011;Ntronium Games;Iceberg Interactive;windows;"Single-player;Shared/Split Screen";Strategy;14;12;399;399;0-20000;0;20000;10.99
46830;Ironclads: Anglo Russian War 1866;21/06/2011;Totem games;Strategy First;windows;Single-player;Strategy;9;17;0;0;20000-50000;20000;50000;34.95
46840;Ironclads: Chincha Islands War 1866;21/06/2011;Totem Games;Strategy First;windows;Single-player;Strategy;3;12;0;0;20000-50000;20000;50000;34.95
46850;Zombie Pirates;20/04/2011;Dust Devil Studios Inc.;Strategy First;windows;Single-player;Casual;29;17;0;0;0-20000;0;20000;10.99
47110;Escape From Paradise ;08/07/2010;Gogii;iWin;windows;Single-player;Action;2;3;0;0;0-20000;0;20000;6.99
47120;Escape From Paradise 2;08/07/2010;Gogiii;iWin;windows;Single-player;Action;2;0;0;0;0-20000;0;20000;6.99
47130;Book of Legends;08/07/2010;Gogii;iWin;windows;Single-player;Adventure;5;2;0;0;0-20000;0;20000;6.99
47400;Stronghold 3 Gold;25/05/2012;FireFly Studios;FireFly Studios;"windows;mac;linux";"Single-player;Multi-player;Steam Trading Cards;Includes level editor";"Simulation;Strategy";971;2385;506;758;500000-1000000;500000;1000000;0.0
47410;Stronghold Kingdoms;27/02/2012;FireFly Studios;FireFly Studios;windows;"Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards";"Free to Play;Massively Multiplayer;Strategy";4886;2609;329;421;1000000-2000000;1000000;2000000;0.0
47700;Command & Conquer 4: Tiberian Twilight;18/03/2010;EA Los Angeles;Electronic Arts;windows;"Single-player;Multi-player";Strategy;378;1712;160;267;200000-500000;200000;500000;9.99
47730;Dragon Age™: Origins Awakening;18/03/2010;BioWare;Electronic Arts;windows;Single-player;RPG;92;7;0;0;100000-200000;100000;200000;9.99
47780;Dead Space™ 2;27/01/2011;Visceral Games;Electronic Arts;windows;"Single-player;Multi-player;Partial Controller Support";Action;8943;493;292;272;1000000-2000000;1000000;2000000;14.99
47790;Medal of Honor™;12/10/2010;Electronic Arts;Electronic Arts;windows;"Single-player;Multi-player";Action;3209;1370;133;166;1000000-2000000;1000000;2000000;14.99
47800;RISK™: Factions;08/03/2011;Stainless Games;Electronic Arts;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support";Strategy;405;214;979;1754;50000-100000;50000;100000;7.99
47810;Dragon Age: Origins - Ultimate Edition;29/10/2010;BioWare;Electronic Arts;windows;Single-player;RPG;8808;726;686;464;1000000-2000000;1000000;2000000;19.99
47870;Need For Speed: Hot Pursuit;14/12/2010;Criterion Games;Electronic Arts;windows;"Single-player;Multi-player";Racing;11405;2775;467;415;1000000-2000000;1000000;2000000;14.99
47890;The Sims™ 3;27/01/2011;The Sims Studio;Electronic Arts;windows;Single-player;Simulation;11679;2493;4730;499;2000000-5000000;2000000;5000000;24.99
47920;Shift 2 Unleashed;31/03/2011;Slightly Mad Studios;Electronic Arts;windows;"Single-player;Multi-player";Racing;1071;629;0;0;200000-500000;200000;500000;19.99
48000;LIMBO;02/08/2011;Playdead;Playdead;"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Steam Cloud";"Adventure;Indie";30321;1994;117;127;2000000-5000000;2000000;5000000;6.99
48110;Silent Hunter 5®: Battle of the Atlantic;01/03/2010;Ubisoft Romania;Ubisoft;windows;"Single-player;Multi-player;Co-op";Simulation;516;752;1520;1520;100000-200000;100000;200000;25.99
48150;Voodoo Dice;15/07/2010;Exkee;Ubisoft;windows;Single-player;Casual;4;1;0;0;0-20000;0;20000;8.59
48190;Assassin’s Creed® Brotherhood;17/03/2011;Ubisoft Montreal;Ubisoft;windows;"Single-player;Multi-player;Partial Controller Support";"Action;Adventure";6676;929;600;471;500000-1000000;500000;1000000;12.49
48240;Anno 2070™;17/11/2011;"Blue Byte;Related Designs";Ubisoft;windows;"Single-player;Multi-player;Steam Trading Cards";Strategy;5653;3686;879;846;500000-1000000;500000;1000000;16.99
48700;Mount & Blade: Warband;31/03/2010;TaleWorlds Entertainment;TaleWorlds Entertainment;"windows;mac;linux";"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop";"Action;RPG";75872;2213;7932;1884;2000000-5000000;2000000;5000000;14.99
48720;Mount & Blade: With Fire & Sword;03/05/2011;TaleWorlds Entertainment;TaleWorlds Entertainment;windows;"Single-player;Multi-player;Steam Achievements";"Action;RPG";6236;1055;723;713;1000000-2000000;1000000;2000000;7.99
48800;Ship Simulator Extremes;27/08/2010;VStep;Paradox Interactive;windows;"Single-player;Multi-player";Simulation;676;794;0;0;100000-200000;100000;200000;14.99
48950;Greed Corp;10/12/2010;Vanguard Games;Vanguard Entertainment Group;windows;"Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards";Strategy;399;68;38;49;200000-500000;200000;500000;6.99
49000;Hotel Dash™ Suite Success™;06/05/2010;PlayFirst;PlayFirst;"windows;mac";Single-player;Casual;24;6;0;0;0-20000;0;20000;4.99
49300;Commander: Conquest of the Americas;30/07/2010;Nitro Games;Nitro Games;windows;"Single-player;Steam Achievements";Strategy;60;74;0;0;50000-100000;50000;100000;7.99
49320;Woody Two-Legs: Attack of the Zombie Pirates;02/11/2010;Nitro Games;Nitro Games;windows;"Single-player;Steam Achievements";Casual;32;24;0;0;20000-50000;20000;50000;3.99
49470;Magic: The Gathering - Duels of the Planeswalkers 2012;15/06/2011;Stainless Games Ltd;Wizards of the Coast LLC;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";Strategy;705;95;935;935;200000-500000;200000;500000;0.0
49520;Borderlands 2;20/09/2012;"Gearbox Software;Aspyr (Mac);Aspyr (Linux)";"2K;Aspyr (Mac);Aspyr (Linux)";"windows;mac;linux";"Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG";144595;11021;3276;1139;5000000-10000000;5000000;10000000;19.99
49600;Beat Hazard;15/04/2010;Cold Beam Games;Cold Beam Games;"windows;mac;linux";"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Casual;Indie";6296;328;437;633;500000-1000000;500000;1000000;6.99
49800;Flight of the Icarus;12/05/2010;Muse Games;Muse Games;"windows;mac";Single-player;"Action;Indie";95;148;22;22;50000-100000;50000;100000;3.99
49810;CreaVures;23/02/2011;Muse Games;Muse Games;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support";Indie;117;25;0;0;50000-100000;50000;100000;3.99
49900;Plain Sight;05/04/2010;Beatnik Games;Beatnik Games;windows;"Multi-player;Steam Achievements;Steam Leaderboards";"Action;Indie";177;83;0;0;100000-200000;100000;200000;3.99
50000;Nimbus;25/10/2010;Noumenon Games;Noumenon Games;windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";"Indie;Racing";179;10;1;1;50000-100000;50000;100000;5.99
50130;Mafia II;22/03/2011;"2K Czech;Feral Interactive (Mac)";"2K;Feral Interactive (Mac)";"windows;mac";"Single-player;Steam Achievements;Partial Controller Support";Action;31445;1855;1029;988;2000000-5000000;2000000;5000000;19.99
50300;Spec Ops: The Line;28/06/2012;YAGER;"2K;Missing Link Games";"windows;mac;linux";"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards";"Action;Adventure";32361;2613;293;301;2000000-5000000;2000000;5000000;19.99
50510;Burn Zombie Burn!;12/08/2010;doublesix;P2 Games;windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";Action;65;93;3;3;50000-100000;50000;100000;6.99
50910;Professor Fizzwizzle and the Molten Mystery;21/04/2010;Big Fish Games;Big Fish Games;"windows;mac";Single-player;Casual;12;0;0;0;0-20000;0;20000;4.99
50920;Hidden Expedition: Amazon;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;"Casual;Indie";8;4;0;0;0-20000;0;20000;6.99
50930;Hidden Expedition: Everest;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;Casual;2;3;0;0;0-20000;0;20000;6.99
50940;Hidden Expedition: Titanic;21/04/2010;Big Fish Games;Big Fish Games;windows;"Single-player;Multi-player";Casual;5;1;0;0;0-20000;0;20000;6.99
50960;Mystery Case Files: Huntsville™;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;Casual;17;3;0;0;0-20000;0;20000;6.99
50970;Mystery Case Files: Madame Fate®;14/12/2007;Big Fish Games;Big Fish Games;windows;Single-player;Casual;15;6;0;0;0-20000;0;20000;4.99
50980;Mystery Case Files: Prime Suspects™;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;Casual;9;3;0;0;0-20000;0;20000;4.99
50990;Mystery Case Files: Ravenhearst®;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;Casual;24;1;0;0;0-20000;0;20000;6.99
51000;Mystery Case Files: Return to Ravenhearst™;21/04/2010;Big Fish Games;Big Fish Games;windows;Single-player;Casual;16;8;0;0;0-20000;0;20000;6.99
51010;My Tribe;21/04/2010;Big Fish Games;Big Fish Games;"windows;mac";"Single-player;Steam Trading Cards";"Casual;Simulation";33;15;0;0;0-20000;0;20000;6.99
51020;Unwell Mel;21/04/2010;Big Fish Games;Big Fish Games;"windows;mac";Single-player;Casual;5;1;0;0;0-20000;0;20000;4.99
51030;Atlantis Sky Patrol;21/04/2010;Big Fish Games;Big Fish Games;"windows;mac";Single-player;"Casual;Indie";6;1;0;0;0-20000;0;20000;6.99
51060;Drawn®: The Painted Tower;19/01/2011;Big Fish Studios;Big Fish Games;windows;"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Casual";87;13;0;0;0-20000;0;20000;6.99
55000;Flotilla;01/04/2010;Blendo Games;Blendo Games;"windows;mac;linux";Partial Controller Support;"Adventure;Indie;Strategy";166;25;130;257;100000-200000;100000;200000;6.99
55040;Atom Zombie Smasher;14/03/2011;Blendo Games;Blendo Games;"windows;mac;linux";"Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats";"Indie;Strategy";1397;180;72;101;200000-500000;200000;500000;6.99
55100;Homefront;14/03/2011;"Kaos Studios;Digital Extremes";Deep Silver;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled";Action;5506;3685;1772;126;2000000-5000000;2000000;5000000;14.99
55110;Red Faction®: Armageddon™;09/06/2011;Volition;THQ Nordic;windows;"Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";Action;2674;1005;307;436;1000000-2000000;1000000;2000000;14.99
55140;MX vs. ATV Reflex;26/11/2010;"Double Helix Games;Rainbow Studios;THQ Nordic";THQ Nordic;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud";Racing;1599;359;1024;1024;200000-500000;200000;500000;14.99
55150;Warhammer 40,000: Space Marine;08/09/2011;Relic;SEGA;windows;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards";Action;9847;998;712;537;2000000-5000000;2000000;5000000;19.99
55230;Saints Row: The Third;17/11/2011;Volition;Deep Silver;"windows;linux";"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";Action;44810;1877;1848;1033;2000000-5000000;2000000;5000000;6.99
57000;NyxQuest: Kindred Spirits;27/09/2010;Over the Top Games;Over the Top Games;"windows;mac";"Single-player;Steam Achievements";"Action;Adventure";87;9;0;0;20000-50000;20000;50000;1.99
57200;Puzzle Dimension;21/06/2010;Doctor Entertainment AB;Doctor Entertainment AB;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";"Casual;Indie";412;41;8;8;100000-200000;100000;200000;1.99
57300;Amnesia: The Dark Descent;08/09/2010;Frictional Games;Frictional Games;"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Captions available;Includes level editor;Commentary available";"Action;Adventure;Indie";20222;1199;173;41;2000000-5000000;2000000;5000000;14.99
57620;Patrician IV - Steam Special Edition;17/09/2010;Gaming Minds Studios;Kalypso Media Digital;windows;Single-player;Strategy;153;129;0;0;100000-200000;100000;200000;9.99
57640;Broken Sword: Director's Cut;02/09/2010;Revolution Software Ltd;Revolution Software Ltd;"windows;mac;linux";Single-player;Adventure;1131;108;1177;1177;200000-500000;200000;500000;4.99
57650;Dungeons;04/02/2011;Realmforge Studios;Kalypso Media Digital;windows;Single-player;"RPG;Strategy";214;266;112;112;200000-500000;200000;500000;6.99
57680;The First Templar - Steam Special Edition;12/05/2011;Haemimont Games;Kalypso Media Digital;windows;"Single-player;Local Co-op;Steam Achievements";"Action;Adventure";473;208;36;36;100000-200000;100000;200000;6.99
57690;Tropico 4;01/09/2011;Haemimont Games;Kalypso Media Digital;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards";"Simulation;Strategy";8740;827;518;268;2000000-5000000;2000000;5000000;12.49
57700;Who's That Flying?!;31/01/2011;Mediatonic;Kalypso Media Digital;windows;"Single-player;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Casual;Indie";98;42;25;25;20000-50000;20000;50000;3.99
57740;Jagged Alliance - Back in Action;08/02/2012;"Coreplay GmbH;Bigmoon Studios";THQ Nordic;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Stats";"RPG;Simulation;Strategy";730;345;185;244;200000-500000;200000;500000;14.99
57800;Doc Clock: The Toasted Sandwich of Time;15/10/2010;Stickmen Studios;Stickmen Studios;"windows;mac";"Single-player;Steam Achievements";"Adventure;Casual;Indie";79;92;11;16;50000-100000;50000;100000;2.99
57900;Duke Nukem Forever;09/06/2011;Gearbox Software;2K;"windows;mac";"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";Action;4433;2243;434;472;1000000-2000000;1000000;2000000;14.99
58200;Jolly Rover;07/06/2010;Brawsome;Brawsome;"windows;mac";"Single-player;Steam Achievements;Steam Cloud";"Adventure;Casual;Indie";249;31;3;3;100000-200000;100000;200000;6.99
58230;MacGuffin's Curse;19/04/2012;Brawsome;Brawsome;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Adventure;Casual;Indie";81;16;229;229;20000-50000;20000;50000;6.99
58400;Turba;01/07/2010;Binary Takeover;Binary Takeover;windows;"Single-player;Steam Achievements;Stats;Steam Leaderboards";"Casual;Indie";46;83;14;14;50000-100000;50000;100000;3.49
